"uint", "hex", "value"
424239977, "0x19496369", "FldObj_CliffSnowWall_D_11"
2456705607, "0x926e5a47", "FldObj_CliffSnowWall_D_11_Far"
1681823532, "0x643e972c", "FldObj_CliffSnowWall_D_14"
3265514484, "0xc2a3cbf4", "FldObj_CliffSnowWall_D_14_Far"
2099619437, "0x7d25a66d", "FldObj_CliffSnowWall_D_15"
167712849, "0x09ff1851", "FldObj_CliffSnowWall_D_15_Far"
1443427758, "0x5608f5ae", "FldObj_CliffSnowWall_D_16"
2406181631, "0x8f6b6aff", "FldObj_CliffSnowWall_D_16_Far"
1326695663, "0x4f13c4ef", "FldObj_CliffSnowWall_D_17"
1144502618, "0x4437b95a", "FldObj_CliffSnowWall_D_17_Far"
3364608032, "0xc88bd820", "FldObj_CliffSnowWall_D_18"
3043036047, "0xb5610b8f", "FldObj_CliffSnowWall_D_18_Far"
3515935073, "0xd190e961", "FldObj_CliffSnowWall_D_19"
2117982250, "0x7e3dd82a", "FldObj_CliffSnowWall_D_19_Far"
34925681, "0x0214ec71", "FldObj_CliffSnowWall_D_20"
807571187, "0x30228ef3", "FldObj_CliffSnowWall_D_22"
621949556, "0x25123274", "FldObj_CliffSnowWall_D_22_Far"
691650482, "0x2939bfb2", "FldObj_CliffSnowWall_D_23"
3998147025, "0xee4ee1d1", "FldObj_CliffSnowWall_D_23_Far"
2137200692, "0x7f631834", "FldObj_CliffSnowWall_D_25"
941032140, "0x381702cc", "FldObj_CliffSnowWall_D_25_Far"
1297447606, "0x4d557ab6", "FldObj_CliffSnowWall_D_27"
1977590727, "0x75dfa3c7", "FldObj_CliffSnowWall_D_27_Far"
684986345, "0x28d40fe9", "FldObj_CliffTropics_A"
2882218581, "0xabcb2a55", "FldObj_CliffTropics_A_Far"
1998916460, "0x77250b6c", "FldObj_CliffTropicsCave_A_01"
2151045145, "0x80365819", "FldObj_CliffTropicsCave_A_01_Far"
93741470, "0x0596619e", "FldObj_CliffTropicsLumpRock_A_L_01"
784020061, "0x2ebb325d", "FldObj_CliffTropicsLumpRock_A_L_02"
933233436, "0x37a0031c", "FldObj_CliffTropicsLumpRock_A_L_03"
955664430, "0x38f6482e", "FldObj_CliffTropicsLumpRock_A_M_01"
3878052301, "0xe72661cd", "FldObj_CliffTropicsLumpRock_A_S_01"
334462522, "0x13ef7e3a", "FldObj_CliffTropicsRock_A_01"
952249849, "0x38c22df9", "FldObj_CliffTropicsRock_A_02"
567876792, "0x21d91cb8", "FldObj_CliffTropicsRock_A_03"
1855490687, "0x6e988a7f", "FldObj_CliffTropicsRock_A_04"
329440552, "0x13a2dd28", "FldObj_CliffTropicsScaffold_A_01"
593065276, "0x2359753c", "FldObj_CliffTropicsScaffold_A_01_Far"
948932331, "0x388f8eeb", "FldObj_CliffTropicsScaffold_A_02"
4134307869, "0xf66c881d", "FldObj_CliffTropicsThunder_A"
2731614811, "0xa2d1225b", "FldObj_CliffTropicsThunder_A_01"
562250446, "0x218342ce", "FldObj_CliffTropicsWall_A_01"
1649070198, "0x624ad076", "FldObj_CliffTropicsWall_A_01_Far"
179179789, "0x0aae110d", "FldObj_CliffTropicsWall_A_02"
3839795928, "0xe4dea2d8", "FldObj_CliffTropicsWall_A_02_Far"
330637388, "0x13b5204c", "FldObj_CliffTropicsWall_A_03"
797077885, "0x2f82717d", "FldObj_CliffTropicsWall_A_03_Far"
1559541387, "0x5cf4b68b", "FldObj_CliffTropicsWall_A_04"
847724997, "0x328741c5", "FldObj_CliffTropicsWall_A_04_Far"
1173325770, "0x45ef87ca", "FldObj_CliffTropicsWall_A_05"
4191916640, "0xf9db9260", "FldObj_CliffTropicsWall_A_05_Far"
1858262025, "0x6ec2d409", "FldObj_CliffTropicsWall_A_06"
2135941326, "0x7f4fe0ce", "FldObj_CliffTropicsWall_A_06_Far"
2010768712, "0x77d9e548", "FldObj_CliffTropicsWall_A_07"
3021157227, "0xb413336b", "FldObj_CliffTropicsWall_A_07_Far"
4030855559, "0xf041f987", "FldObj_CliffTropicsWall_A_08"
1162183102, "0x454581be", "FldObj_CliffTropicsWall_A_08_Far"
3086174203, "0xb7f347fb", "FldObj_CliffTropicsWallParts_A_01"
2502382985, "0x95275589", "FldObj_CliffTropicsWallParts_A_01_Far"
480943727, "0x1caa9e6f", "FldObj_CliffTropicsWaterFall_A_01"
253800888, "0x0f20b1b8", "FldObj_CliffTropicsWaterFall_A_01_Far"
4212747126, "0xfb196b76", "FldObj_CliffWhite_A"
3010405131, "0xb36f230b", "FldObj_CliffWhite_A_01"
2248548829, "0x860621dd", "FldObj_CliffWhite_A_01_Far"
2170110345, "0x81594189", "FldObj_CliffWhite_A_03"
3419308246, "0xcbce80d6", "FldObj_CliffWhite_A_03_Far"
3457734478, "0xce18d74e", "FldObj_CliffWhite_A_04"
3603673198, "0xd6cbb06e", "FldObj_CliffWhite_A_04_Far"
3607356943, "0xd703e60f", "FldObj_CliffWhite_A_05"
496460747, "0x1d9763cb", "FldObj_CliffWhite_A_05_Far"
1622708790, "0x60b89236", "FldObj_CliffWhite_A_Far"
173345390, "0x0a550a6e", "FldObj_CliffWhite_A_S_01"
712412882, "0x2a768ed2", "FldObj_CliffWhite_A_S_01_Far"
561535405, "0x217859ad", "FldObj_CliffWhite_A_S_02"
946039020, "0x386368ec", "FldObj_CliffWhite_A_S_03"
3493083317, "0xd03438b5", "FldObj_CliffWhite_B"
4107229659, "0xf4cf59db", "FldObj_CliffWhite_B_01"
3213565208, "0xbf8b1d18", "FldObj_CliffWhite_B_01_Far"
621666962, "0x250de292", "FldObj_CliffWhite_B_08"
2558807248, "0x98844cd0", "FldObj_CliffWhite_B_08_Far"
3960865453, "0xec1602ad", "FldObj_CliffWhite_B_10"
3533751561, "0xd2a0c509", "FldObj_CliffWhite_B_10_Far"
4111283180, "0xf50d33ec", "FldObj_CliffWhite_B_11"
3861700760, "0xe62ce098", "FldObj_CliffWhite_B_Far"
3375303156, "0xc92f09f4", "FldObj_CliffWhite_C"
3383717995, "0xc9af706b", "FldObj_CliffWhite_C_01"
2834303323, "0xa8f0095b", "FldObj_CliffWhite_C_01_Far"
3800179624, "0xe28223a8", "FldObj_CliffWhite_C_02"
778337269, "0x2e647bf5", "FldObj_CliffWhite_C_02_Far"
4221113065, "0xfb9912e9", "FldObj_CliffWhite_C_03"
3845695568, "0xe538a850", "FldObj_CliffWhite_C_03_Far"
3034088494, "0xb4d8842e", "FldObj_CliffWhite_C_04"
4164786408, "0xf83d98e8", "FldObj_CliffWhite_C_04_Far"
2915284335, "0xadc3b56f", "FldObj_CliffWhite_C_05"
862014285, "0x33614b4d", "FldObj_CliffWhite_C_05_Far"
2263803564, "0x86eee6ac", "FldObj_CliffWhite_C_06"
3052747235, "0xb5f539e3", "FldObj_CliffWhite_C_06_Far"
2683688941, "0x9ff5d7ed", "FldObj_CliffWhite_C_07"
2125064774, "0x7ea9ea46", "FldObj_CliffWhite_C_07_Far"
409848610, "0x186dcb22", "FldObj_CliffWhite_C_08"
2415876243, "0x8fff5893", "FldObj_CliffWhite_C_08_Far"
762327869, "0x2d70333d", "FldObj_CliffWhite_C_Far"
534210238, "0x1fd766be", "FldObj_CliffWhiteBroken_A"
3852563949, "0xe5a175ed", "FldObj_CliffWhiteBroken_A_01"
3465291310, "0xce8c262e", "FldObj_CliffWhiteBroken_A_02"
1288049044, "0x4cc61194", "FldObj_CliffWhiteBroken_A_02_Far"
3617003375, "0xd797176f", "FldObj_CliffWhiteBroken_A_03"
2275066417, "0x879ac231", "FldObj_CliffWhiteBroken_A_03_Far"
2564194728, "0x98d681a8", "FldObj_CliffWhiteBroken_A_04"
2177741033, "0x81cdb0e9", "FldObj_CliffWhiteBroken_A_05"
696720173, "0x29871b2d", "FldObj_CliffWhiteBroken_A_Far"
3634658024, "0xd8a47ae8", "FldObj_CliffWhiteCave_A_01"
3553586273, "0xd3cf6c61", "FldObj_CliffWhiteCave_A_01_Far"
4085852459, "0xf389292b", "FldObj_CliffWhiteCave_A_02"
1432035023, "0x555b1ecf", "FldObj_CliffWhiteCave_A_02_Far"
3935443050, "0xea92186a", "FldObj_CliffWhiteCave_A_03"
2651311466, "0x9e07cd6a", "FldObj_CliffWhiteCave_A_03_Far"
4216947264, "0xfb598240", "FldObj_CliffWhiteEdgeParts_A_01"
3379552450, "0xc96fe0c2", "FldObj_CliffWhiteEdgeParts_A_03"
2927243370, "0xae7a306a", "FldObj_CliffWhiteEdgeParts_A_03_Far"
2251191813, "0x862e7605", "FldObj_CliffWhiteEdgeParts_A_04"
3011444946, "0xb37f00d2", "FldObj_CliffWhiteEdgeParts_A_04_Far"
2995932052, "0xb2924b94", "FldObj_CliffWhiteHill_C_02"
4092913105, "0xf3f4e5d1", "FldObj_CliffWhiteHill_C_02_Far"
2877913813, "0xab897ad5", "FldObj_CliffWhiteHill_C_03"
950548084, "0x38a83674", "FldObj_CliffWhiteHill_C_03_Far"
901300649, "0x35b8c1a9", "FldObj_CliffWhiteLakeHylia_A"
3229849301, "0xc08396d5", "FldObj_CliffWhiteLakeHylia_A_01"
3954099478, "0xebaec516", "FldObj_CliffWhiteLakeHylia_A_02"
1321555538, "0x4ec55652", "FldObj_CliffWhiteLumpRock_A"
1772493763, "0x69a61bc3", "FldObj_CliffWhiteLumpRock_A_01"
1116424192, "0x428b4800", "FldObj_CliffWhiteLumpRock_A_02"
1536194881, "0x5b907941", "FldObj_CliffWhiteLumpRock_A_03"
1415259141, "0x545b2405", "FldObj_CliffWhiteLumpRock_C_L_01"
1765477813, "0x693b0db5", "FldObj_CliffWhiteLumpRock_C_M_01"
3068863574, "0xb6eb2456", "FldObj_CliffWhiteLumpRock_C_S_01"
3996223023, "0xee31862f", "FldObj_CliffWhiteMountain_A_02"
1191697324, "0x4707dbac", "FldObj_CliffWhiteMountain_A_02_Far"
1340555057, "0x4fe73f31", "FldObj_CliffWhiteMountainHole_A"
1114177457, "0x4268ffb1", "FldObj_CliffWhiteMountainHole_A_01"
4120975162, "0xf5a1173a", "FldObj_CliffWhiteMountainHole_A_01_Far"
1274924920, "0x4bfdcf78", "FldObj_CliffWhiteMountainHole_A_Far"
4128469354, "0xf613716a", "FldObj_CliffWhiteParts_A_01"
3711836841, "0xdd3e22a9", "FldObj_CliffWhiteParts_A_02"
3290764264, "0xc42513e8", "FldObj_CliffWhiteParts_A_03"
2723178891, "0xa250698b", "FldObj_CliffWhiteParts_A_03_Far"
2338620719, "0x8b64852f", "FldObj_CliffWhiteParts_A_04"
2457842798, "0x927fb46e", "FldObj_CliffWhiteParts_A_05"
1946782358, "0x74098a96", "FldObj_CliffWhiteParts_A_05_Far"
3109218221, "0xb952e7ad", "FldObj_CliffWhiteParts_A_06"
4070438968, "0xf29df838", "FldObj_CliffWhiteParts_A_06_Far"
3333315806, "0xc6ae5cde", "FldObj_CliffWhiteRock_C_01"
3984789277, "0xed830f1d", "FldObj_CliffWhiteRock_C_02"
4103618140, "0xf4983e5c", "FldObj_CliffWhiteRock_C_03"
4064377798, "0xf2417bc6", "FldObj_CliffWhiteRockSet_B_01"
1079765328, "0x405be950", "FldObj_CliffWhiteScaffold_A_01"
2578246329, "0x99aceab9", "FldObj_CliffWhiteScaffold_A_01_Far"
1802943123, "0x6b76ba93", "FldObj_CliffWhiteScaffold_A_02"
943875802, "0x384266da", "FldObj_CliffWhiteSet_A_01"
889172045, "0x34ffb04d", "FldObj_CliffWhiteSet_A_01_Far"
2329737464, "0x8adcf8f8", "FldObj_CliffWhiteTilt_A_01"
65287990, "0x03e43736", "FldObj_CliffWhiteTilt_A_01_Far"
967586760, "0x39ac33c8", "FldObj_CliffWhiteTop_A_01"
325201398, "0x13622df6", "FldObj_CliffWhiteTop_A_01_Far"
2524645072, "0x967b06d0", "FldObj_CliffWhiteTunnel_A"
494212906, "0x1d75172a", "FldObj_CliffWhiteTunnel_A_01"
1017762046, "0x3ca9d0fe", "FldObj_CliffWhiteTunnel_A_01_Far"
911754473, "0x365844e9", "FldObj_CliffWhiteTunnel_A_02"
3124601424, "0xba3da250", "FldObj_CliffWhiteTunnel_A_02_Far"
746559580, "0x2c7f985c", "FldObj_CliffWhiteTunnel_A_Far"
2382508874, "0x8e02334a", "FldObj_CliffWhiteWall_A_01"
833872910, "0x31b3e40e", "FldObj_CliffWhiteWall_A_01_Far"
2771345545, "0xa52f6089", "FldObj_CliffWhiteWall_A_02"
3072824992, "0xb72796a0", "FldObj_CliffWhiteWall_A_02_Far"
3157545416, "0xbc3451c8", "FldObj_CliffWhiteWall_A_03"
2088453381, "0x7c7b4505", "FldObj_CliffWhiteWall_A_03_Far"
4084582159, "0xf375c70f", "FldObj_CliffWhiteWall_A_04"
1635677629, "0x617e75bd", "FldObj_CliffWhiteWall_A_04_Far"
3933140558, "0xea6ef64e", "FldObj_CliffWhiteWall_A_05"
2854397464, "0xaa22a618", "FldObj_CliffWhiteWall_A_05_Far"
3242435981, "0xc143a58d", "FldObj_CliffWhiteWall_A_06"
750179510, "0x2cb6d4b6", "FldObj_CliffWhiteWall_A_06_Far"
3629683916, "0xd85894cc", "FldObj_CliffWhiteWall_A_07"
3890874131, "0xe7ea0713", "FldObj_CliffWhiteWall_A_07_Far"
1606453251, "0x5fc08803", "FldObj_CliffWhiteWall_A_08"
381466054, "0x16bcb5c6", "FldObj_CliffWhiteWall_A_08_Far"
3382856090, "0xc9a2499a", "FldObj_CliffWhiteWall_B_01"
138336459, "0x083ed8cb", "FldObj_CliffWhiteWall_B_01_Far"
4220791576, "0xfb942b18", "FldObj_CliffWhiteWall_B_03"
1173780928, "0x45f679c0", "FldObj_CliffWhiteWall_B_03_Far"
2263080797, "0x86e3df5d", "FldObj_CliffWhiteWall_B_06"
356247667, "0x153be873", "FldObj_CliffWhiteWall_B_06_Far"
2683891228, "0x9ff8ee1c", "FldObj_CliffWhiteWall_B_07"
3731307478, "0xde673bd6", "FldObj_CliffWhiteWall_B_07_Far"
409006803, "0x1860f2d3", "FldObj_CliffWhiteWall_B_08"
791775491, "0x2f318903", "FldObj_CliffWhiteWall_B_08_Far"
24888210, "0x017bc392", "FldObj_CliffWhiteWall_B_09"
3832371878, "0xe46d5aa6", "FldObj_CliffWhiteWall_B_09_Far"
3514503916, "0xd17b12ec", "FldObj_CliffWhiteWall_B_10"
1695875290, "0x651500da", "FldObj_CliffWhiteWall_B_10_Far"
3813503086, "0xe34d706e", "FldObj_CliffWhiteWall_B_12"
685613521, "0x28dda1d1", "FldObj_CliffWhiteWall_B_12_Far"
4199956783, "0xfa56412f", "FldObj_CliffWhiteWall_B_13"
3816911476, "0xe3817274", "FldObj_CliffWhiteWall_B_13_Far"
3038238696, "0xb517d7e8", "FldObj_CliffWhiteWall_B_14"
4270080716, "0xfe8442cc", "FldObj_CliffWhiteWall_B_14_Far"
2886526633, "0xac0ce6a9", "FldObj_CliffWhiteWall_B_15"
903385449, "0x35d89169", "FldObj_CliffWhiteWall_B_15_Far"
2267133290, "0x8721b56a", "FldObj_CliffWhiteWall_B_16"
4106379306, "0xf4c2602a", "FldObj_CliffWhiteWall_C_01"
524668040, "0x1f45cc88", "FldObj_CliffWhiteWall_C_01_Far"
3756995561, "0xdfef33e9", "FldObj_CliffWhiteWall_C_02"
2580659750, "0x99d1be26", "FldObj_CliffWhiteWall_C_02_Far"
3337880232, "0xc6f402a8", "FldObj_CliffWhiteWall_C_03"
1385000323, "0x528d6d83", "FldObj_CliffWhiteWall_C_03_Far"
2310378607, "0x89b5946f", "FldObj_CliffWhiteWall_C_04"
1334336827, "0x4f885d3b", "FldObj_CliffWhiteWall_C_04_Far"
3053742608, "0xb6046a10", "FldObj_CliffWhiteWallCurve_A_01"
2285240815, "0x883601ef", "FldObj_CliffWhiteWallCurve_A_01_Far"
1109892693, "0x42279e55", "FldObj_CliffWhiteWaterFall_A_01"
2454205320, "0x92483388", "FldObj_CliffWhiteWaterFall_A_01_Far"
1762315670, "0x690acd96", "FldObj_CliffWhiteWaterFall_A_02"
92791941, "0x0587e485", "FldObj_CliffWhiteWaterFall_B_01"
2881818445, "0xabc50f4d", "FldObj_CliffWhiteWaterFall_B_01_Far"
1328753959, "0x4f332d27", "FldObj_CliffYellow_A"
3296309310, "0xc479b03e", "FldObj_CliffYellow_A_Far"
2640748530, "0x9d669ff2", "FldObj_CliffYellowCave_A_01"
3157838082, "0xbc38c902", "FldObj_CliffYellowCave_A_01_Far"
1414424356, "0x544e6724", "FldObj_CliffYellowCurve_A_01"
3140868497, "0xbb35d991", "FldObj_CliffYellowCurve_A_01_Far"
3898803855, "0xe863068f", "FldObj_CliffYellowHead_A_01"
2327266250, "0x8ab743ca", "FldObj_CliffYellowHead_A_01_Far"
1077908084, "0x403f9274", "FldObj_CliffYellowHole_A_01"
4022991810, "0xefc9fbc2", "FldObj_CliffYellowHole_A_01_Far"
763161955, "0x2d7ced63", "FldObj_CliffYellowLumpRock_A_02"
1132118629, "0x437ac265", "FldObj_CliffYellowPillar_A_01"
2144800626, "0x7fd70f72", "FldObj_CliffYellowPillar_A_01_Far"
4188859044, "0xf9aceaa4", "FldObj_CliffYellowRock_A_01"
2075044162, "0x7baea942", "FldObj_CliffYellowRock_A_01_Far"
2100870852, "0x7d38bec4", "FldObj_CliffYellowTunnel_A_01"
3569733642, "0xd4c5d00a", "FldObj_CliffYellowTunnel_A_01_Far"
3418412624, "0xcbc0d650", "FldObj_CliffYellowWall_A_01"
1581531501, "0x5e44416d", "FldObj_CliffYellowWall_A_01_Far"
3773662611, "0xe0ed8593", "FldObj_CliffYellowWall_A_02"
3637523395, "0xd8d033c3", "FldObj_CliffYellowWall_A_02_Far"
4193694930, "0xf9f6b4d2", "FldObj_CliffYellowWall_A_03"
327999590, "0x138ce066", "FldObj_CliffYellowWall_A_03_Far"
3065455125, "0xb6b72215", "FldObj_CliffYellowWall_A_04"
243912926, "0x0e89d0de", "FldObj_CliffYellowWall_A_04_Far"
2947289940, "0xafac1354", "FldObj_CliffYellowWall_A_05"
3319071611, "0xc5d5037b", "FldObj_CliffYellowWall_A_05_Far"
2223063191, "0x84814097", "FldObj_CliffYellowWall_A_06"
1128362453, "0x434171d5", "FldObj_CliffYellowWall_A_06_Far"
2644144598, "0x9d9a71d6", "FldObj_CliffYellowWall_A_07"
2283643504, "0x881da270", "FldObj_CliffYellowWall_A_07_Far"
436366617, "0x1a026d19", "FldObj_CliffYellowWall_A_08"
2034962597, "0x794b10a5", "FldObj_CliffYellowWall_A_08_Far"
51993688, "0x03195c58", "FldObj_CliffYellowWall_A_09"
2987901696, "0xb217c300", "FldObj_CliffYellowWall_A_09_Far"
3541667110, "0xd3198d26", "FldObj_CliffYellowWall_A_10"
862951804, "0x336f997c", "FldObj_CliffYellowWall_A_10_Far"
3389176935, "0xca02bc67", "FldObj_CliffYellowWall_A_11"
4164111065, "0xf8334ad9", "FldObj_CliffYellowWall_A_11_Far"
3716928113, "0xdd8bd271", "FldObj_CliffYellowWall_END_A_01"
2795111029, "0xa69a0275", "FldObj_CliffYellowWall_END_A_01_Far"
2700879412, "0xa0fc2634", "FldObj_CliffYellowWall_END_A_04"
4132934598, "0xf65793c6", "FldObj_CliffYellowWall_END_A_04_Far"
3537630388, "0xd2dbf4b4", "FldObj_CliffZora_A"
2734117957, "0xa2f75445", "FldObj_CliffZora_A_01"
2136690918, "0x7f5b50e6", "FldObj_CliffZora_A_01_Far"
2312767366, "0x89da0786", "FldObj_CliffZora_A_02"
4191101512, "0xf9cf2248", "FldObj_CliffZora_A_02_Far"
2428581575, "0x90c136c7", "FldObj_CliffZora_A_03"
3749748736, "0xdf80a000", "FldObj_CliffZora_A_04"
798409045, "0x2f96c155", "FldObj_CliffZora_A_04_Far"
3332084033, "0xc69b9141", "FldObj_CliffZora_A_05"
3838448368, "0xe4ca12f0", "FldObj_CliffZora_A_05_Far"
3988177538, "0xedb6c282", "FldObj_CliffZora_A_06"
1650352222, "0x625e605e", "FldObj_CliffZora_A_06_Far"
4056770262, "0xf1cd66d6", "FldObj_CliffZora_A_Far"
4222259145, "0xfbaa8fc9", "FldObj_CliffZoraGround_A_01"
3498564618, "0xd087dc0a", "FldObj_CliffZoraGround_A_02"
4238345813, "0xfca00655", "FldObj_CliffZoraHole_A_01"
3616363926, "0xd78d5596", "FldObj_CliffZoraHole_A_02"
3217504361, "0xbfc73869", "FldObj_CliffZoraHole_A_02_Far"
4181130550, "0xf936fd36", "FldObj_CliffZoraScaffold_A_01"
2002731633, "0x775f4271", "FldObj_CliffZoraWall_A_01"
2296311912, "0x88def068", "FldObj_CliffZoraWall_A_01_Far"
1550979506, "0x5c7211b2", "FldObj_CliffZoraWall_A_02"
239764166, "0x0e4a82c6", "FldObj_CliffZoraWall_A_02_Far"
1164517619, "0x456920f3", "FldObj_CliffZoraWall_A_03"
3306574179, "0xc5165163", "FldObj_CliffZoraWall_A_03_Far"
170440244, "0x0a28b634", "FldObj_CliffZoraWall_A_04"
3625148891, "0xd81361db", "FldObj_CliffZoraWall_A_04_Far"
322144117, "0x13338775", "FldObj_CliffZoraWall_A_05"
323990142, "0x134fb27e", "FldObj_CliffZoraWall_A_05_Far"
941544630, "0x381ed4b6", "FldObj_CliffZoraWall_A_06"
2514206928, "0x95dbc0d0", "FldObj_CliffZoraWall_A_06_Far"
554034679, "0x2105e5f7", "FldObj_CliffZoraWall_A_07"
1585910645, "0x5e871375", "FldObj_CliffZoraWall_A_07_Far"
302032113, "0x1200a4f1", "FldObj_CmnRuinFurniture_A"
1528905189, "0x5b213de5", "FldObj_CmnRuinFurniture_BedBroken_A_01"
3069317250, "0xb6f21082", "FldObj_CmnRuinFurniture_CarpetDamaged_A_01"
2931216534, "0xaeb6d096", "FldObj_CmnRuinFurniture_DebrisWood_A_01"
662301375, "0x2779eabf", "FldObj_CmnRuinFurniture_DishesBroken_A_01"
1409677061, "0x5405f705", "FldObj_CmnRuinFurniture_Shelf_A_01"
2160725255, "0x80ca0d07", "FldObj_CmnRuinFurniture_TableBroken_A_01"
1361224347, "0x5122a29b", "FldObj_Coral_A"
3110528369, "0xb966e571", "FldObj_Coral_A_01"
2454435506, "0x924bb6b2", "FldObj_Coral_A_02"
2337310707, "0x8b5087f3", "FldObj_Coral_A_03"
16182563, "0x00f6ed23", "FldObj_CrevasseGray_A"
2222198671, "0x84740f8f", "FldObj_CrevasseGray_A_01"
1665939536, "0x634c3850", "FldObj_CrevasseSandWindVent_A_01"
3097255500, "0xb89c5e4c", "FldObj_CrevasseSnow_A"
2775643671, "0xa570f617", "FldObj_CrevasseSnow_A_01"
1589210914, "0x5eb96f22", "FldObj_CrevasseSnowWindVent_A_01"
1045321988, "0x3e4e5904", "FldObj_DamagePlant_A"
4234481622, "0xfc650fd6", "FldObj_DamagePlant_A_01"
3611843605, "0xd7485c15", "FldObj_DamagePlant_A_02"
445379538, "0x1a8bf3d2", "FldObj_DamagePlant_Challenge"
1913020888, "0x720661d8", "FldObj_DamageRock_A"
393131671, "0x176eb697", "FldObj_DamageRock_A_01"
259049747, "0x0f70c913", "FldObj_DamageRockMaze_A"
1428958627, "0x552c2da3", "FldObj_DamageRockMaze_A_01"
3641000910, "0xd90543ce", "FldObj_DarkWoodsBall_01"
2509900034, "0x959a0902", "FldObj_DarkWoodsCandle"
1741274463, "0x67c9bd5f", "FldObj_DarkWoodsCandleOn"
1757506490, "0x68c16bba", "FldObj_DeathBridge_A_01"
1139554425, "0x43ec3879", "FldObj_DeathBridge_A_02"
150306421, "0x08f57e75", "FldObj_DeathMountain_A_Base"
2550625726, "0x980775be", "FldObj_DeathMountain_A_BaseDungeon"
897500167, "0x357ec407", "FldObj_DeathMountain_AirWall"
3419664177, "0xcbd3ef31", "FldObj_DeathMountain_Base"
2542489222, "0x978b4e86", "FldObj_DeathMountain_Base_Far"
2950715986, "0xafe05a52", "FldObj_DeathMountain_BaseUnder"
3275352801, "0xc339eae1", "FldObj_DeathMountain_BaseUnder_Far"
859829097, "0x333ff369", "FldObj_DeathMountainDgn_A"
511645383, "0x1e7f16c7", "FldObj_DeathMtArtifact_A"
2056821276, "0x7a989a1c", "FldObj_DeathMtArtifact_A_Far"
2978036365, "0xb1813a8d", "FldObj_DeathMtArtifactBridge_A_01"
2594990414, "0x9aac694e", "FldObj_DeathMtArtifactBridge_A_02"
2209830927, "0x83b7580f", "FldObj_DeathMtArtifactBridge_A_03"
675625985, "0x28453c01", "FldObj_DeathMtArtifactFence_A_01"
57176002, "0x03686fc2", "FldObj_DeathMtArtifactFence_A_02"
3897431564, "0xe84e160c", "FldObj_DeathMtArtifactFlag_A_01"
1230480256, "0x4957a380", "FldObj_DeathMtArtifactFlag_A_01_Far"
3278063055, "0xc36345cf", "FldObj_DeathMtArtifactFlag_A_02"
3485716782, "0xcfc3d12e", "FldObj_DeathMtArtifactFlag_A_02_Far"
1426568195, "0x5507b403", "FldObj_DeathMtArtifactGate_A_01"
1604518309, "0x5fa301a5", "FldObj_DeathMtArtifactGate_A_01_Far"
1204825325, "0x47d02ced", "FldObj_DeathMtArtifactGoronTruck_A_01"
1828552494, "0x6cfd7f2e", "FldObj_DeathMtArtifactGoronTruck_A_02"
1978027631, "0x75e64e6f", "FldObj_DeathMtArtifactGoronTruck_A_03"
4227192477, "0xfbf5d69d", "FldObj_DeathMtArtifactLamp_A_01"
480351963, "0x1ca196db", "FldObj_DeathMtArtifactPickaxeStatue_A_01"
1893195782, "0x70d7e006", "FldObj_DeathMtArtifactPickaxeStatue_A_01_Far"
3851602170, "0xe592c8fa", "FldObj_DeathMtArtifactPillar_A_01"
1047594095, "0x3e71046f", "FldObj_DeathMtArtifactPillar_A_01_Far"
966825232, "0x39a09510", "FldObj_DeathMtArtifactScaffold_A_01"
3902825853, "0xe8a0657d", "FldObj_DeathMtArtifactTent_A_01"
3839356156, "0xe4d7ecfc", "FldObj_DeathMtArtifactTrain_A"
2097024954, "0x7cfe0fba", "FldObj_DeathMtArtifactTrain_A_02"
1686473474, "0x64858b02", "FldObj_DeathMtBigBridge"
3364364026, "0xc8881efa", "FldObj_DeathMtBigBridge_A_01"
276997324, "0x1082a4cc", "FldObj_DeathMtCave_A"
1343871339, "0x5019d96b", "FldObj_DeathMtCave_A_01"
1159023978, "0x45154d6a", "FldObj_DeathMtCave_A_01_Far"
770278804, "0x2de98594", "FldObj_DeathMtCave_A_Far"
1219219851, "0x48abd18b", "FldObj_DeathMtFootPrint_A"
892753833, "0x353657a9", "FldObj_DeathMtFootPrint_A_01"
2588964312, "0x9a5075d8", "FldObj_DeathMtGeyser_01"
2977768987, "0xb17d261b", "FldObj_DeathMtGeyser_02"
3432095356, "0xcc919e7c", "FldObj_DeathMtGeyser_02_100enemy"
2286153052, "0x8843ed5c", "FldObj_DeathMtGeyser_YunboStorage"
3766791257, "0xe084ac59", "FldObj_DeathMtGutsWall_A"
2323352765, "0x8a7b8cbd", "FldObj_DeathMtGutsWall_A_01"
496006555, "0x1d90759b", "FldObj_DeathMtGutsWall_A_01_Far"
1115918368, "0x42839020", "FldObj_DeathMtGutsWall_A_Far"
1008829221, "0x3c218325", "FldObj_DeathMtLavaFall_A"
1664119391, "0x6330725f", "FldObj_DeathMtLavaFall_A_01"
1359352029, "0x510610dd", "FldObj_DeathMtLavaFall_A_03"
1496305643, "0x592fcfeb", "FldObj_DeathMtLavaFall_A_03_Far"
508003866, "0x1e47861a", "FldObj_DeathMtLavaFall_A_04"
1143668563, "0x442aff53", "FldObj_DeathMtLavaFall_A_04_Far"
123516763, "0x075cb75b", "FldObj_DeathMtLavaFall_A_05"
2406886646, "0x8f762cf6", "FldObj_DeathMtLavaFall_A_05_Far"
745661592, "0x2c71e498", "FldObj_DeathMtLavaFall_A_06"
165830232, "0x09e25e58", "FldObj_DeathMtLavaFall_A_06_Far"
